"region","format","name","version","allowProvisionedManagedCommitment","area","assistants","audio","chatCompletion","completion","embeddings","embeddingsMaxInputs","fineTune","FineTuneTokensMaxValue","FineTuneTokensMaxValuePerExample","imageGenerations","inference","jsonObjectResponse","jsonSchemaResponse","maxContextToken","maxOutputToken","maxStandardFinetuneDeploymentCount","maxTotalToken","realtime","responses","scaleType","search"
"canadaeast","Cohere","Cohere-embed-v3-english","1",,,,,,,,,,,,,,,,,,,,,,,
"canadaeast","Cohere","Cohere-embed-v3-english","1",,,,,,,,,,,,,,,,,,,,,,,
"canadaeast","Cohere","Cohere-embed-v3-multilingual","1",,,,,,,,,,,,,,,,,,,,,,,
"canadaeast","Cohere","Cohere-embed-v3-multilingual","1",,,,,,,,,,,,,,,,,,,,,,,
"canadaeast","Core42","jais-30b-chat","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Core42","jais-30b-chat","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Core42","jais-30b-chat","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Core42","jais-30b-chat","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Core42","jais-30b-chat","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Core42","jais-30b-chat","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","DeepSeek","DeepSeek-R1","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","DeepSeek","DeepSeek-R1","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","DeepSeek","DeepSeek-V3","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","DeepSeek","DeepSeek-V3","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.2-11B-Vision-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.2-11B-Vision-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.2-90B-Vision-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.2-90B-Vision-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Llama-3.3-70B-Instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-70B-Instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-70B-Instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-70B-Instruct","7",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-70B-Instruct","7",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-70B-Instruct","8",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-70B-Instruct","8",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-70B-Instruct","9",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-70B-Instruct","9",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-8B-Instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-8B-Instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-8B-Instruct","7",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-8B-Instruct","7",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-8B-Instruct","8",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-8B-Instruct","8",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-8B-Instruct","9",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3-8B-Instruct","9",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-405B-Instruct","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-405B-Instruct","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-70B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-70B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-70B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-70B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-70B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-70B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-70B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-70B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-8B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-8B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-8B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-8B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-8B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-8B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-8B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Meta","Meta-Llama-3.1-8B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","7",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-128k-instruct","7",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-4k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-4k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-4k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-4k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-4k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-4k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-4k-instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-medium-4k-instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-128k-instruct","10",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-128k-instruct","10",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-128k-instruct","11",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-128k-instruct","11",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-128k-instruct","12",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-128k-instruct","12",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-128k-instruct","13",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-128k-instruct","13",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","10",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","10",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","11",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","11",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","13",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","13",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","14",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","14",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","15",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-mini-4k-instruct","15",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-128k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-128k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-128k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-128k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-128k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-128k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-8k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-8k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-8k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-8k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-8k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3-small-8k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-mini-instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-MoE-instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-MoE-instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-MoE-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-MoE-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-MoE-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-MoE-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-MoE-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-MoE-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-vision-instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-vision-instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-vision-instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-3.5-vision-instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","3",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","4",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","5",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","6",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","7",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4","7",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4-mini-instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4-mini-instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4-multimodal-instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Microsoft","Phi-4-multimodal-instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Codestral-2501","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Codestral-2501","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Ministral-3B","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Ministral-3B","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-large","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-large","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-large-2407","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-large-2407","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-Large-2411","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-Large-2411","2",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-Nemo","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-Nemo","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-small","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","Mistral-small","1",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","mistral-small-2503","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"canadaeast","Mistral AI","mistral-small-2503","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"canadaeast","OpenAI","ada","1",,,,,,"true",,,,"2000000000","4096",,"false",,,,,,,,,"Manual","true"
"canadaeast","OpenAI","ada","1",,,,,,"true",,,,"2000000000","4096",,"false",,,,,,,,,"Manual","true"
"canadaeast","OpenAI","babbage","1",,,,,,"true",,,,"2000000000","4096",,"false",,,,,,,,,"Manual","true"
"canadaeast","OpenAI","babbage","1",,,,,,"true",,,,"2000000000","4096",,"false",,,,,,,,,"Manual","true"
"canadaeast","OpenAI","curie","1",,,,,,"true",,,,"2000000000","4096",,"false",,,,,,,,,"Manual","true"
"canadaeast","OpenAI","curie","1",,,,,,"true",,,,"2000000000","4096",,"false",,,,,,,,,"Manual","true"
"canadaeast","OpenAI","davinci","1",,,,,,"true",,,,"2000000000","4096",,"false",,,,,"2",,,,"Manual","true"
"canadaeast","OpenAI","davinci","1",,,,,,"true",,,,"2000000000","4096",,"false",,,,,"2",,,,"Manual","true"
"canadaeast","OpenAI","gpt-35-turbo","0125","true",,"true",,"true",,,,,"2000000000","16385",,,,,"16385","4096",,,,,,
"canadaeast","OpenAI","gpt-35-turbo","0125","true",,"true",,"true",,,,,"2000000000","16385",,,,,"16385","4096",,,,,,
"canadaeast","OpenAI","gpt-35-turbo","0613",,,"true",,"true",,,,,"2000000000","4096",,,,,,,,"4096",,,,
"canadaeast","OpenAI","gpt-35-turbo","0613",,,"true",,"true",,,,,"2000000000","4096",,,,,,,,"4096",,,,
"canadaeast","OpenAI","gpt-35-turbo","1106","true",,"true",,"true",,,,,"2000000000","16385",,,,,"16385","4096",,,,,,
"canadaeast","OpenAI","gpt-35-turbo","1106","true",,"true",,"true",,,,,"2000000000","16385",,,,,"16385","4096",,,,,,
"canadaeast","OpenAI","gpt-35-turbo-16k","0613",,,,,"true",,,,,,,,,,,,,,"16384",,,,
"canadaeast","OpenAI","gpt-35-turbo-16k","0613",,,,,"true",,,,,,,,,,,,,,"16384",,,,
"canadaeast","OpenAI","gpt-4","0613","true",,"true",,"true",,,,,"2000000000","8192",,,,,,,,"8192",,,,
"canadaeast","OpenAI","gpt-4","0613","true",,"true",,"true",,,,,"2000000000","8192",,,,,,,,"8192",,,,
"canadaeast","OpenAI","gpt-4","1106-Preview","true",,"true",,"true",,,,,,,,,"true",,"128000","4096",,,,,,
"canadaeast","OpenAI","gpt-4","1106-Preview","true",,"true",,"true",,,,,,,,,"true",,"128000","4096",,,,,,
"canadaeast","OpenAI","gpt-4","turbo-2024-04-09","true",,"true",,"true",,,,,"2000000000","131072",,,,,"128000","4096",,,,,,
"canadaeast","OpenAI","gpt-4","turbo-2024-04-09","true",,"true",,"true",,,,,"2000000000","131072",,,,,"128000","4096",,,,,,
"canadaeast","OpenAI","gpt-4-32k","0613","true",,,,"true",,,,,,,,,,,,,,"32768",,,,
"canadaeast","OpenAI","gpt-4-32k","0613","true",,,,"true",,,,,,,,,,,,,,"32768",,,,
"canadaeast","OpenAI","gpt-4o","2024-05-13","true",,"true",,"true",,,,,"2000000000","131072",,,"true",,"128000","4096",,,,"true",,
"canadaeast","OpenAI","gpt-4o","2024-05-13","true",,"true",,"true",,,,,"2000000000","131072",,,"true",,"128000","4096",,,,"true",,
"canadaeast","OpenAI","gpt-4o","2024-08-06","true",,"true",,"true",,,,,"2000000000","131072",,,,"true","128000","16384",,,,"true",,
"canadaeast","OpenAI","gpt-4o","2024-08-06","true",,"true",,"true",,,,,"2000000000","131072",,,,"true","128000","16384",,,,"true",,
"canadaeast","OpenAI","gpt-4o","2024-11-20","true",,"true",,"true",,,,,,,,,,"true",,,,,,"true",,
"canadaeast","OpenAI","gpt-4o","2024-11-20","true",,"true",,"true",,,,,,,,,,"true",,,,,,"true",,
"canadaeast","OpenAI","gpt-4o-audio-preview","2024-12-17","false",,"false",,"true","false",,,,,,,,"false",,"128000","16384",,,"false",,,
"canadaeast","OpenAI","gpt-4o-audio-preview","2024-12-17","false",,"false",,"true","false",,,,,,,,"false",,"128000","16384",,,"false",,,
"canadaeast","OpenAI","gpt-4o-mini","2024-07-18","true",,"true",,"true",,,,,"2000000000","131072",,,"true",,"128000","16384",,,,"true",,
"canadaeast","OpenAI","gpt-4o-mini","2024-07-18","true",,"true",,"true",,,,,"2000000000","131072",,,"true",,"128000","16384",,,,"true",,
"canadaeast","OpenAI","o1","2024-12-17",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","OpenAI","o1","2024-12-17",,,,,"true",,,,,,,,,,,,,,,,,,
"canadaeast","OpenAI","o3-mini","2025-01-31",,,,,"true",,,,,"2000000000","131072",,,,,,,,,,,,
"canadaeast","OpenAI","o3-mini","2025-01-31",,,,,"true",,,,,"2000000000","131072",,,,,,,,,,,,
"canadaeast","OpenAI","text-embedding-3-large","1",,,,,,,"true","2048",,,,,,,,,,,,,,,
"canadaeast","OpenAI","text-embedding-3-large","1",,,,,,,"true","2048",,,,,,,,,,,,,,,
"canadaeast","OpenAI","text-embedding-3-small","1",,,,,,,"true","2048",,,,,,,,,,,,,,,
"canadaeast","OpenAI","text-embedding-3-small","1",,,,,,,"true","2048",,,,,,,,,,,,,,,
"canadaeast","OpenAI","text-embedding-ada-002","2",,,,,,,"true","2048",,,,,,,,,,,,,,,
"canadaeast","OpenAI","text-embedding-ada-002","2",,,,,,,"true","2048",,,,,,,,,,,,,,,
"centralus","AI21 Labs","AI21-Jamba-1.5-Large","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","AI21 Labs","AI21-Jamba-1.5-Mini","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","AI21 Labs","AI21-Jamba-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Cohere","Cohere-command-r","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"centralus","Cohere","Cohere-command-r-08-2024","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Cohere","Cohere-command-r-plus","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"centralus","Cohere","Cohere-command-r-plus-08-2024","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Cohere","Cohere-embed-v3-english","1",,,,,,,,,,,,,,,,,,,,,,,
"centralus","Cohere","Cohere-embed-v3-multilingual","1",,,,,,,,,,,,,,,,,,,,,,,
"centralus","Core42","jais-30b-chat","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Core42","jais-30b-chat","2",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Core42","jais-30b-chat","3",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","DeepSeek","DeepSeek-R1","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","DeepSeek","DeepSeek-V3","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Llama-3.2-11B-Vision-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Llama-3.2-90B-Vision-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Llama-3.3-70B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Llama-3.3-70B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Llama-3.3-70B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Llama-3.3-70B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Llama-3.3-70B-Instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3-70B-Instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3-70B-Instruct","7",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3-70B-Instruct","8",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3-70B-Instruct","9",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3-8B-Instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3-8B-Instruct","7",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3-8B-Instruct","8",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3-8B-Instruct","9",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-405B-Instruct","1",,,"true",,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-70B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-70B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-70B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-70B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-8B-Instruct","1",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-8B-Instruct","2",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-8B-Instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Meta","Meta-Llama-3.1-8B-Instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Microsoft","Phi-3-medium-128k-instruct","3",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Microsoft","Phi-3-medium-128k-instruct","4",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Microsoft","Phi-3-medium-128k-instruct","5",,,,,"true",,,,,,,,,,,,,,,,,,
"centralus","Microsoft","Phi-3-medium-128k-instruct","6",,,,,"true",,,,,,,,,,,,,,,,,,
